,price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
0,16.40327466837995,8.912069097970134,4,2,3,1,0,0,0,1,2,1,2
1,16.32103657658766,9.10063710688422,4,4,4,1,0,0,0,1,3,0,2
2,16.32103657658766,9.206432747145165,3,2,2,1,0,1,0,0,2,1,1
3,16.31817534454053,8.922791623969637,4,2,2,1,0,1,0,1,3,1,2
4,16.250000809480674,8.912069097970134,4,1,2,1,1,1,0,1,2,0,2
5,16.19967573011664,8.922791623969637,3,3,1,1,0,1,0,1,2,1,1
6,16.132984361974234,9.057305735807121,4,3,4,1,0,0,0,1,2,1,1
7,16.132984361974234,9.692828247710418,5,3,2,1,0,0,0,0,0,0,0
8,16.105010512726782,8.999742789830492,4,1,2,1,1,1,0,1,2,1,2
9,16.097893045681612,8.657129031713755,3,2,4,1,1,0,0,1,1,1,0
10,16.097893045681612,9.488047863280759,3,1,2,1,0,1,0,1,2,1,2
11,16.085675862997316,8.699681400989514,4,3,2,1,1,1,1,0,2,0,1
12,16.04659975666463,8.787372988731876,4,2,2,1,0,0,0,1,1,1,1
13,16.039052551842968,8.160803920954665,4,2,2,1,0,0,1,0,2,0,2
14,16.039052551842968,8.962007209588313,3,2,2,1,0,0,0,0,0,1,1
15,16.02378508137718,8.699681400989514,4,1,2,1,0,1,0,0,2,0,1
16,16.02378508137718,8.79497643168877,4,2,2,1,1,1,0,1,1,1,0
17,16.00828089655825,9.04793908261736,3,2,4,1,0,0,0,1,2,0,2
18,16.00043771997602,8.434028950155469,3,2,2,1,1,0,0,1,2,0,2
19,15.996492942129612,8.76732914779405,3,2,2,1,0,0,0,1,1,1,1
20,15.984564372619506,8.371242135931933,3,1,2,1,0,1,1,0,2,0,1
21,15.976532201843899,8.87570644462861,3,2,1,1,1,1,0,1,2,0,0
22,15.97249179277332,8.993551586299981,3,1,1,1,1,1,0,1,1,0,2
23,15.97249179277332,8.4252971767117,3,2,2,1,1,1,0,1,1,0,2
24,15.964361667634346,9.082620630373812,3,2,2,1,0,0,0,1,2,0,2
25,15.960271682860764,8.785845337961213,4,2,2,1,1,1,0,1,2,1,2
26,15.951214396813645,8.699681400989514,3,2,4,1,1,1,0,1,0,1,1
27,15.943742382861155,9.091106284052485,3,1,1,1,0,0,0,0,1,0,1
28,15.943742382861155,8.981052985901483,5,2,2,1,0,1,1,0,2,0,0
29,15.943742382861155,8.612685172875459,4,2,2,1,0,1,0,1,1,1,1
30,15.943742382861155,8.919453168575453,3,2,4,1,0,0,0,1,2,0,0
31,15.943742382861155,8.853808274977197,3,1,4,1,0,0,0,1,2,0,1
32,15.931163602161226,8.493105395887147,4,2,2,1,0,0,0,1,1,1,2
33,15.918424577929366,8.692993531219926,3,3,2,1,1,1,0,0,1,0,0
34,15.909840835290563,8.830689198760998,5,1,2,1,1,1,0,1,1,0,2
35,15.905018884112332,8.853808274977197,3,2,4,1,0,0,0,1,2,0,2
36,15.900312830217915,8.920389060080359,3,2,3,1,0,0,1,0,1,1,2
37,15.892449094739266,9.105090961257085,4,2,4,1,0,0,0,1,2,0,2
38,15.890253704451245,8.699681400989514,3,1,4,1,1,0,0,1,2,0,0
39,15.88363846616608,8.699681400989514,4,2,4,1,0,0,0,1,1,0,1
40,15.87920386966009,8.787372988731876,3,1,2,1,0,1,0,1,0,1,2
41,15.874749519877604,8.757940876678804,3,2,4,1,0,0,0,1,0,1,2
42,15.856731016694035,8.776630098427717,3,2,4,1,0,0,0,1,2,0,0
43,15.856731016694035,8.699681400989514,4,2,4,1,0,0,0,0,2,0,1
44,15.83838188043084,8.699681400989514,4,2,4,1,0,0,0,1,1,0,2
45,15.83838188043084,8.699681400989514,3,2,3,1,0,0,0,1,0,0,1
46,15.83374150148957,8.699681400989514,3,2,4,1,0,0,0,1,1,0,2
47,15.829079489004743,8.79497643168877,3,1,4,1,0,0,0,1,3,1,2
48,15.824395640319128,8.366602832783736,3,2,2,1,0,1,0,0,1,0,0
49,15.819689749914444,8.914760527397261,3,2,1,1,1,1,0,1,0,1,1
50,15.819689749914444,8.914760527397261,3,2,4,1,0,0,0,0,1,1,0
51,15.819689749914444,8.752423403865594,3,1,4,1,0,0,0,1,1,0,0
52,15.810211007243431,8.699681400989514,4,2,4,1,1,0,0,1,1,0,2
53,15.810211007243431,8.546946149565585,3,2,4,1,0,0,0,1,2,0,1
54,15.810211007243431,8.699681400989514,3,2,2,1,1,0,0,1,1,0,1
55,15.810211007243431,8.699681400989514,3,1,2,1,0,0,0,1,1,0,0
56,15.80925817261786,9.344958673700944,4,1,2,1,0,1,0,0,1,1,1
57,15.795822271763136,9.105090961257085,4,2,4,1,1,0,0,1,1,1,2
58,15.790979647957377,8.946505025998682,4,2,4,1,1,0,0,1,1,0,1
59,15.790979647957377,8.699681400989514,3,2,4,1,1,0,0,1,1,0,2
60,15.78122347437178,8.699681400989514,3,2,2,1,1,0,0,0,1,0,1
61,15.77137117931546,9.091669442258505,2,1,1,1,0,0,0,1,1,0,1
62,15.77137117931546,8.738895704934043,4,2,2,1,0,0,0,1,1,0,2
63,15.766408390677027,8.757940876678804,4,2,3,1,0,0,0,1,2,1,2
64,15.76142084987672,9.321523900936798,3,1,1,1,0,1,0,1,1,1,2
65,15.75137051546622,9.091669442258505,3,2,2,1,0,1,0,1,1,0,2
66,15.75137051546622,9.488047863280759,2,1,1,1,0,1,1,0,1,0,2
67,15.746307214242162,8.94910546953925,3,2,1,1,0,0,0,0,2,0,0
68,15.741218145474653,8.699681400989514,3,1,1,1,0,0,0,1,1,0,2
69,15.730961646810274,9.400216653174247,4,2,2,1,0,0,0,0,2,1,2
70,15.730961646810274,8.294299608857235,3,2,2,1,0,1,0,1,0,1,1
71,15.725793677414915,8.699681400989514,4,2,4,1,0,0,0,1,0,0,0
72,15.720598861308845,8.521384396034705,3,1,4,1,0,0,0,1,0,1,0
73,15.7153769181068,8.79497643168877,2,2,4,1,0,1,0,0,0,1,2
74,15.710127563007966,8.304247465078474,3,1,2,1,0,1,1,0,1,0,2
75,15.710127563007966,8.357259153499912,4,2,2,1,0,0,1,0,0,0,1
76,15.710127563007966,8.76732914779405,3,2,3,1,0,0,0,1,0,1,2
77,15.710127563007966,8.77971129020447,3,2,3,1,0,0,0,1,0,1,2
78,15.710127563007966,8.648396877031582,3,1,1,1,1,1,0,1,2,1,2
79,15.710127563007966,8.699681400989514,3,2,3,1,1,0,0,1,0,0,2
80,15.706964672075832,8.699681400989514,3,1,2,1,0,0,1,0,1,1,1
81,15.704850506702762,8.294299608857235,3,2,2,1,0,1,0,1,1,0,1
82,15.704850506702762,9.259225769705994,3,2,1,1,0,1,0,1,1,1,2
83,15.699545455277173,8.699681400989514,3,2,4,1,0,0,0,1,0,0,1
84,15.688850167794572,8.232440158470336,3,1,2,1,0,0,1,0,2,0,1
85,15.688850167794572,9.018089684104343,3,2,3,1,0,0,0,1,0,0,2
86,15.688850167794572,8.805525052709516,3,1,3,1,0,1,0,0,0,1,0
87,15.683459319990018,8.284251797621916,3,1,1,1,0,1,0,0,2,0,1
88,15.683459319990018,8.910720661951359,3,1,1,1,1,1,0,1,2,1,0
89,15.678039253360028,9.057305735807121,5,3,2,1,0,0,0,0,2,0,2
90,15.678039253360028,8.517393171418904,3,1,2,1,0,0,0,1,0,0,1
91,15.674773056081408,8.81744592104187,2,1,1,1,1,1,0,0,2,1,2
92,15.672589649440985,8.476579508530941,3,2,4,1,1,0,0,1,0,0,2
93,15.656060350091908,8.881975184248867,3,2,1,1,0,1,0,1,3,0,1
94,15.656060350091908,8.699681400989514,4,2,4,1,0,0,0,0,1,0,1
95,15.656060350091908,8.31898612539206,3,2,3,1,0,0,0,1,2,0,1
96,15.656060350091908,9.105090961257085,3,1,1,1,0,1,0,0,1,1,2
97,15.656060350091908,8.764209507142004,3,1,1,1,1,1,0,1,1,1,1
98,15.65494862141578,8.79497643168877,3,2,3,1,0,0,0,1,0,1,0
99,15.650489305929213,8.699681400989514,4,1,3,1,1,1,0,0,0,1,0
100,15.644887051277268,8.79497643168877,3,2,1,1,0,1,0,1,0,1,0
101,15.644887051277268,8.612685172875459,3,1,3,1,0,0,0,0,1,1,0
102,15.639253234465867,8.612685172875459,3,2,4,1,1,0,0,1,1,0,1
103,15.639253234465867,8.756367559802975,3,2,3,1,1,0,0,1,0,0,2
104,15.639253234465867,8.612685172875459,3,2,1,1,1,1,0,0,2,1,2
105,15.633587497847351,8.412054873292933,3,1,4,1,0,0,0,1,0,0,0
106,15.633587497847351,8.603554357064281,4,2,1,1,0,1,0,1,0,1,1
107,15.627889477660357,8.76732914779405,3,1,3,1,0,1,0,0,0,1,0
108,15.625028245847135,8.083637203141548,4,1,3,1,0,0,0,0,1,0,1
109,15.622158803889679,8.797246236703527,4,2,2,1,1,0,1,0,1,0,1
110,15.622158803889679,8.79497643168877,3,1,1,1,1,1,0,0,2,1,1
111,15.622158803889679,9.032767522204432,3,1,3,1,0,0,0,1,2,0,0
112,15.621008717695398,8.366602832783736,6,2,2,1,0,0,0,0,0,0,2
113,15.621008717695398,9.171703488361265,3,1,1,1,0,1,0,0,2,1,2
114,15.610597983397946,8.824824939175638,2,1,1,1,1,1,0,0,2,0,2
115,15.610597983397946,8.987321812850125,3,1,1,1,1,1,0,1,2,1,1
116,15.610597983397946,8.839421607620602,3,2,1,1,1,1,0,0,0,1,0
117,15.598901945589025,8.216358332386156,4,1,2,1,1,0,0,1,0,0,2
118,15.598901945589025,8.76732914779405,3,1,1,1,0,1,0,1,0,1,2
119,15.598901945589025,8.85666093701725,3,1,1,1,0,1,0,1,2,1,1
120,15.598901945589025,8.785845337961213,3,1,1,1,1,1,0,0,2,1,2
121,15.598901945589025,8.886270902072013,3,1,2,1,1,1,0,1,0,1,1
122,15.598901945589025,8.741136422901011,4,2,1,1,0,1,0,0,1,1,1
